Reported Date,Confirmed Positive,Resolved,Deaths,Total Cases,Number of patients hospitalized with COVID-19,Number of patients in ICU due to COVID-19,"Number of patients in ICU, testing positive for COVID-19",Number of patients in ICU on a ventilator due to COVID-19,Num. of patients in ICU on a ventilator testing positive,New_cases,New_hospitalized,New_icu,country_region,sub_region_1,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,sd_score,standarized_sd_score
2020-09-19,2881.0,40777.0,2826.0,46484.0,64.0,29.0,20.0,13.0,10.0,407.0,6.0,1.0,Canada,Ontario,-15.0,-1.0,133.0,-32.0,-3.0,3.0,-79.0,20.37351443123939
2020-09-20,3054.0,40968.0,2827.0,46849.0,63.0,31.0,23.0,12.0,10.0,365.0,-1.0,2.0,Canada,Ontario,-11.0,-3.0,139.0,-35.0,-3.0,2.0,-85.0,19.35483870967742
2020-09-21,3299.0,41146.0,2829.0,47274.0,65.0,30.0,22.0,14.0,12.0,425.0,2.0,-1.0,Canada,Ontario,-18.0,-4.0,82.0,-49.0,-40.0,11.0,40.0,40.57724957555178
2020-09-22,3578.0,41342.0,2832.0,47752.0,82.0,30.0,24.0,14.0,11.0,478.0,17.0,0.0,Canada,Ontario,-19.0,-1.0,78.0,-48.0,-39.0,11.0,40.0,40.57724957555178
2020-09-23,3652.0,41600.0,2835.0,48087.0,88.0,30.0,24.0,12.0,9.0,335.0,6.0,0.0,Canada,Ontario,-19.0,-2.0,82.0,-48.0,-38.0,12.0,37.0,40.0679117147708
2020-09-24,3774.0,41886.0,2836.0,48496.0,88.0,33.0,27.0,14.0,11.0,409.0,0.0,3.0,Canada,Ontario,-20.0,-1.0,68.0,-48.0,-38.0,12.0,51.0,42.444821731748725
2020-09-25,3899.0,42169.0,2837.0,48905.0,87.0,31.0,25.0,15.0,13.0,409.0,-1.0,-2.0,Canada,Ontario,-21.0,-4.0,95.0,-47.0,-36.0,11.0,24.0,37.86078098471987
2020-09-26,3996.0,42507.0,2837.0,49340.0,100.0,34.0,28.0,18.0,15.0,435.0,13.0,3.0,Canada,Ontario,-16.0,0.0,159.0,-34.0,0.0,2.0,-107.0,15.619694397283531
2020-09-27,4196.0,42796.0,2839.0,49831.0,112.0,34.0,28.0,19.0,16.0,491.0,12.0,0.0,Canada,Ontario,-13.0,-3.0,143.0,-36.0,-2.0,2.0,-87.0,19.015280135823428
2020-09-28,4564.0,43127.0,2840.0,50531.0,128.0,35.0,29.0,20.0,17.0,700.0,16.0,1.0,Canada,Ontario,-21.0,-3.0,65.0,-51.0,-38.0,12.0,60.0,43.97283531409168
2020-09-29,4791.0,43450.0,2844.0,51085.0,137.0,34.0,30.0,18.0,16.0,554.0,9.0,-1.0,Canada,Ontario,-20.0,0.0,45.0,-50.0,-37.0,12.0,74.0,46.349745331069606
2020-09-30,4955.0,43907.0,2848.0,51710.0,150.0,39.0,35.0,19.0,17.0,625.0,13.0,5.0,Canada,Ontario,-20.0,-1.0,12.0,-51.0,-38.0,13.0,111.0,52.63157894736842
2020-10-01,4975.0,44422.0,2851.0,52248.0,162.0,41.0,36.0,18.0,17.0,538.0,12.0,2.0,Canada,Ontario,-18.0,3.0,46.0,-49.0,-36.0,12.0,66.0,44.99151103565365
2020-10-02,5203.0,44850.0,2927.0,52980.0,167.0,44.0,38.0,23.0,21.0,732.0,5.0,3.0,Canada,Ontario,-23.0,-4.0,36.0,-49.0,-35.0,12.0,87.0,48.55687606112054
2020-10-03,5380.0,45285.0,2968.0,53633.0,155.0,47.0,41.0,25.0,23.0,653.0,-12.0,3.0,Canada,Ontario,-18.0,-1.0,100.0,-35.0,-3.0,4.0,-39.0,27.164685908319186
2020-10-04,5405.0,45819.0,2975.0,54199.0,169.0,48.0,43.0,27.0,25.0,566.0,14.0,1.0,Canada,Ontario,-20.0,-5.0,15.0,-44.0,-8.0,5.0,67.0,45.16129032258064
2020-10-05,5474.0,46360.0,2980.0,54814.0,176.0,48.0,43.0,28.0,26.0,615.0,7.0,0.0,Canada,Ontario,-21.0,-1.0,55.0,-50.0,-38.0,12.0,67.0,45.16129032258064
2020-10-06,5469.0,46906.0,2987.0,55362.0,192.0,45.0,41.0,27.0,26.0,548.0,16.0,-3.0,Canada,Ontario,-21.0,1.0,50.0,-50.0,-37.0,12.0,69.0,45.50084889643464
2020-10-07,5344.0,47613.0,2988.0,55945.0,195.0,48.0,43.0,30.0,28.0,583.0,3.0,3.0,Canada,Ontario,-22.0,-1.0,22.0,-52.0,-38.0,13.0,104.0,51.44312393887945
2020-10-08,5442.0,48308.0,2992.0,56742.0,206.0,53.0,47.0,32.0,29.0,797.0,11.0,5.0,Canada,Ontario,-20.0,5.0,46.0,-49.0,-36.0,12.0,66.0,44.99151103565365
2020-10-09,5652.0,49032.0,2997.0,57681.0,225.0,52.0,47.0,32.0,29.0,939.0,19.0,-1.0,Canada,Ontario,-20.0,6.0,74.0,-46.0,-36.0,11.0,33.0,39.38879456706282
2020-10-10,5754.0,49732.0,3004.0,58490.0,213.0,53.0,48.0,32.0,29.0,809.0,-12.0,1.0,Canada,Ontario,-23.0,4.0,117.0,-37.0,-5.0,4.0,-52.0,24.95755517826825
2020-10-11,5697.0,50437.0,3005.0,59139.0,217.0,57.0,51.0,35.0,32.0,649.0,4.0,4.0,Canada,Ontario,-21.0,1.0,112.0,-42.0,-8.0,3.0,-39.0,27.164685908319186
2020-10-12,5833.0,51105.0,3008.0,59946.0,203.0,58.0,53.0,33.0,30.0,807.0,-14.0,1.0,Canada,Ontario,-58.0,-51.0,106.0,-70.0,-80.0,22.0,175.0,63.497453310696095
2020-10-13,5946.0,51729.0,3017.0,60692.0,230.0,65.0,60.0,37.0,34.0,746.0,27.0,7.0,Canada,Ontario,-23.0,4.0,56.0,-50.0,-38.0,12.0,63.0,44.48217317487266
2020-10-14,5884.0,52512.0,3017.0,61413.0,231.0,68.0,64.0,38.0,35.0,721.0,1.0,3.0,Canada,Ontario,-23.0,-2.0,50.0,-50.0,-37.0,13.0,75.0,46.5195246179966
2020-10-15,5883.0,53291.0,3022.0,62196.0,253.0,67.0,62.0,35.0,31.0,783.0,22.0,-1.0,Canada,Ontario,-26.0,-5.0,-8.0,-53.0,-37.0,15.0,144.0,58.23429541595926
2020-10-16,5873.0,54004.0,3031.0,62908.0,261.0,72.0,67.0,39.0,36.0,712.0,8.0,5.0,Canada,Ontario,-23.0,-3.0,43.0,-49.0,-35.0,13.0,80.0,47.368421052631575
2020-10-17,5986.0,54686.0,3041.0,63713.0,278.0,77.0,72.0,45.0,42.0,805.0,17.0,5.0,Canada,Ontario,-19.0,0.0,109.0,-36.0,-3.0,5.0,-46.0,25.97623089983022
2020-10-18,5954.0,55371.0,3046.0,64371.0,247.0,76.0,71.0,46.0,43.0,658.0,-31.0,-1.0,Canada,Ontario,-21.0,-6.0,44.0,-44.0,-8.0,6.0,41.0,40.74702886247878
2020-10-19,6047.0,55978.0,3050.0,65075.0,252.0,74.0,69.0,42.0,40.0,704.0,5.0,-2.0,Canada,Ontario,-27.0,-8.0,-1.0,-55.0,-38.0,14.0,143.0,58.06451612903226
2020-10-20,6237.0,56606.0,3053.0,65896.0,274.0,77.0,72.0,48.0,45.0,821.0,22.0,3.0,Canada,Ontario,-23.0,0.0,32.0,-51.0,-37.0,13.0,92.0,49.40577249575552
2020-10-21,6299.0,57325.0,3062.0,66686.0,260.0,76.0,71.0,53.0,49.0,790.0,-14.0,-1.0,Canada,Ontario,-25.0,-5.0,15.0,-53.0,-37.0,14.0,119.0,53.98981324278438
2020-10-22,6390.0,58066.0,3071.0,67527.0,270.0,83.0,74.0,54.0,48.0,841.0,10.0,7.0,Canada,Ontario,-24.0,-2.0,17.0,-50.0,-36.0,14.0,109.0,52.29202037351443
2020-10-23,6474.0,58799.0,3080.0,68353.0,276.0,87.0,78.0,54.0,47.0,826.0,6.0,4.0,Canada,Ontario,-24.0,-6.0,75.0,-48.0,-34.0,12.0,49.0,42.10526315789473
2020-10-24,6821.0,59424.0,3086.0,69331.0,294.0,90.0,82.0,60.0,53.0,978.0,18.0,3.0,Canada,Ontario,-21.0,0.0,58.0,-38.0,-4.0,6.0,11.0,35.653650254668925
2020-10-25,7120.0,60160.0,3093.0,70373.0,278.0,86.0,79.0,61.0,54.0,1042.0,-16.0,-4.0,Canada,Ontario,-20.0,-5.0,46.0,-43.0,-8.0,6.0,36.0,39.898132427843805
2020-10-26,7286.0,60839.0,3099.0,71224.0,295.0,85.0,78.0,57.0,51.0,851.0,17.0,-1.0,Canada,Ontario,-26.0,-6.0,7.0,-53.0,-38.0,14.0,130.0,55.85738539898133
2020-10-27,7418.0,61530.0,3103.0,72051.0,312.0,82.0,75.0,58.0,52.0,827.0,17.0,-3.0,Canada,Ontario,-26.0,-5.0,-6.0,-53.0,-36.0,13.0,139.0,57.38539898132428
2020-10-28,7474.0,62303.0,3108.0,72885.0,312.0,79.0,71.0,58.0,51.0,834.0,0.0,-3.0,Canada,Ontario,-22.0,0.0,27.0,-50.0,-36.0,13.0,94.0,49.74533106960951
2020-10-29,7578.0,63123.0,3118.0,73819.0,322.0,86.0,77.0,58.0,52.0,934.0,10.0,7.0,Canada,Ontario,-22.0,0.0,3.0,-51.0,-35.0,14.0,119.0,53.98981324278438
2020-10-30,7669.0,63919.0,3127.0,74715.0,314.0,86.0,75.0,60.0,52.0,896.0,-8.0,0.0,Canada,Ontario,-23.0,-1.0,1.0,-49.0,-34.0,13.0,119.0,53.98981324278438
2020-10-31,7877.0,64717.0,3136.0,75730.0,320.0,83.0,73.0,63.0,54.0,1015.0,6.0,-3.0,Canada,Ontario,-20.0,4.0,47.0,-36.0,-3.0,5.0,13.0,35.993208828522924
2020-11-01,7981.0,65581.0,3145.0,76707.0,350.0,82.0,72.0,53.0,46.0,977.0,30.0,-1.0,Canada,Ontario,-25.0,-8.0,-20.0,-47.0,-11.0,7.0,118.0,53.82003395585738
2020-11-02,8096.0,66407.0,3152.0,77655.0,328.0,86.0,75.0,53.0,45.0,948.0,-22.0,4.0,Canada,Ontario,-27.0,-8.0,-12.0,-55.0,-38.0,14.0,154.0,59.9320882852292
2020-11-03,8295.0,67244.0,3166.0,78705.0,357.0,85.0,73.0,55.0,47.0,1050.0,29.0,-1.0,Canada,Ontario,-26.0,-4.0,-1.0,-53.0,-36.0,13.0,133.0,56.36672325976231
2020-11-04,8321.0,68189.0,3182.0,79692.0,367.0,85.0,75.0,52.0,44.0,987.0,10.0,0.0,Canada,Ontario,-25.0,-6.0,35.0,-52.0,-36.0,13.0,97.0,50.25466893039049
2020-11-05,8358.0,69137.0,3195.0,80690.0,381.0,97.0,86.0,55.0,48.0,998.0,14.0,12.0,Canada,Ontario,-24.0,-4.0,34.0,-51.0,-35.0,14.0,94.0,49.74533106960951
2020-11-06,8398.0,70086.0,3209.0,81693.0,380.0,97.0,86.0,55.0,49.0,1003.0,-1.0,0.0,Canada,Ontario,-24.0,-6.0,49.0,-50.0,-34.0,13.0,78.0,47.02886247877759
2020-11-07,8667.0,70938.0,3220.0,82825.0,384.0,101.0,88.0,59.0,52.0,1132.0,4.0,4.0,Canada,Ontario,-18.0,-2.0,113.0,-35.0,-2.0,5.0,-51.0,25.127334465195243
2020-11-08,9105.0,71815.0,3233.0,84153.0,374.0,99.0,86.0,56.0,51.0,1328.0,-10.0,-2.0,Canada,Ontario,-14.0,-4.0,130.0,-40.0,-5.0,4.0,-63.0,23.089983022071305
2020-11-09,9514.0,72636.0,3245.0,85395.0,367.0,96.0,84.0,59.0,54.0,1242.0,-7.0,-3.0,Canada,Ontario,-23.0,-6.0,57.0,-53.0,-36.0,13.0,74.0,46.349745331069606
2020-11-10,10106.0,73417.0,3260.0,86783.0,422.0,93.0,82.0,59.0,54.0,1388.0,55.0,-3.0,Canada,Ontario,-21.0,-1.0,60.0,-51.0,-35.0,12.0,60.0,43.97283531409168
2020-11-11,10631.0,74303.0,3275.0,88209.0,424.0,99.0,88.0,61.0,57.0,1426.0,2.0,6.0,Canada,Ontario,-21.0,-3.0,24.0,-53.0,-39.0,14.0,106.0,51.78268251273344
2020-11-12,11271.0,75220.0,3293.0,89784.0,431.0,107.0,98.0,66.0,62.0,1575.0,7.0,8.0,Canada,Ontario,-22.0,-2.0,19.0,-52.0,-35.0,14.0,106.0,51.78268251273344
2020-11-13,11630.0,76238.0,3312.0,91180.0,452.0,114.0,106.0,74.0,67.0,1396.0,21.0,7.0,Canada,Ontario,-24.0,-5.0,1.0,-51.0,-35.0,14.0,128.0,55.51782682512734
2020-11-14,12188.0,77241.0,3332.0,92761.0,502.0,116.0,107.0,75.0,66.0,1581.0,50.0,2.0,Canada,Ontario,-20.0,0.0,43.0,-40.0,-5.0,6.0,28.0,38.53989813242784
2020-11-15,12345.0,78303.0,3361.0,94009.0,479.0,127.0,118.0,74.0,67.0,1248.0,-23.0,11.0,Canada,Ontario,-28.0,-15.0,-33.0,-52.0,-13.0,8.0,149.0,59.08319185059423
2020-11-16,12830.0,79295.0,3371.0,95496.0,500.0,134.0,125.0,77.0,70.0,1487.0,21.0,7.0,Canada,Ontario,-26.0,-8.0,-13.0,-56.0,-38.0,14.0,155.0,60.1018675721562
2020-11-17,12932.0,80430.0,3383.0,96745.0,529.0,137.0,127.0,82.0,75.0,1249.0,29.0,3.0,Canada,Ontario,-27.0,-7.0,-17.0,-55.0,-36.0,14.0,156.0,60.27164685908319
2020-11-18,12822.0,81925.0,3415.0,98162.0,535.0,137.0,127.0,86.0,78.0,1417.0,6.0,0.0,Canada,Ontario,-26.0,-8.0,-15.0,-55.0,-37.0,15.0,156.0,60.27164685908319
2020-11-19,12628.0,83301.0,3443.0,99372.0,526.0,154.0,146.0,94.0,88.0,1210.0,-9.0,17.0,Canada,Ontario,-23.0,-3.0,8.0,-53.0,-35.0,14.0,120.0,54.159592529711375
2020-11-20,12623.0,84716.0,3451.0,100790.0,518.0,151.0,142.0,98.0,92.0,1418.0,-8.0,-3.0,Canada,Ontario,-22.0,-3.0,30.0,-50.0,-35.0,14.0,94.0,49.74533106960951
2020-11-21,12827.0,86079.0,3472.0,102378.0,513.0,154.0,146.0,93.0,87.0,1588.0,-5.0,3.0,Canada,Ontario,-19.0,2.0,16.0,-40.0,-4.0,7.0,52.0,42.61460101867572
2020-11-22,12918.0,87508.0,3486.0,103912.0,484.0,155.0,147.0,96.0,89.0,1534.0,-29.0,1.0,Canada,Ontario,-29.0,-16.0,-29.0,-51.0,-12.0,8.0,145.0,58.40407470288624
2020-11-23,13004.0,88992.0,3505.0,105501.0,507.0,164.0,156.0,98.0,92.0,1589.0,23.0,9.0,Canada,Ontario,-30.0,-11.0,-19.0,-58.0,-39.0,15.0,172.0,62.98811544991511
2020-11-24,12917.0,90074.0,3519.0,106510.0,534.0,167.0,159.0,97.0,91.0,1009.0,27.0,3.0,Canada,Ontario,-29.0,-6.0,-18.0,-57.0,-37.0,15.0,162.0,61.29032258064516
2020-11-25,12779.0,91550.0,3554.0,107883.0,523.0,167.0,159.0,112.0,106.0,1373.0,-11.0,0.0,Canada,Ontario,-30.0,-11.0,-25.0,-58.0,-37.0,16.0,177.0,63.83701188455009
2020-11-26,12871.0,92915.0,3575.0,109361.0,556.0,157.0,151.0,109.0,105.0,1478.0,33.0,-10.0,Canada,Ontario,-23.0,-1.0,-7.0,-55.0,-37.0,15.0,138.0,57.21561969439728
2020-11-27,13255.0,94366.0,3595.0,111216.0,541.0,160.0,151.0,109.0,101.0,1855.0,-15.0,3.0,Canada,Ontario,-25.0,-5.0,-5.0,-53.0,-36.0,15.0,139.0,57.38539898132428
2020-11-28,13538.0,95876.0,3624.0,113038.0,595.0,162.0,155.0,105.0,99.0,1822.0,54.0,2.0,Canada,Ontario,-22.0,-1.0,30.0,-43.0,-5.0,7.0,48.0,41.935483870967744
2020-11-29,13779.0,97319.0,3648.0,114746.0,586.0,167.0,156.0,97.0,91.0,1708.0,-9.0,5.0,Canada,Ontario,-21.0,-5.0,44.0,-48.0,-10.0,7.0,47.0,41.76570458404075
2020-11-30,14197.0,98639.0,3656.0,116492.0,618.0,179.0,168.0,115.0,108.0,1746.0,32.0,12.0,Canada,Ontario,-28.0,-10.0,-35.0,-59.0,-38.0,15.0,185.0,65.19524617996605
2020-12-01,14524.0,100012.0,3663.0,118199.0,645.0,195.0,185.0,119.0,112.0,1707.0,27.0,16.0,Canada,Ontario,-34.0,-12.0,-26.0,-58.0,-40.0,17.0,187.0,65.53480475382003
2020-12-02,14526.0,101698.0,3698.0,119922.0,656.0,192.0,183.0,112.0,106.0,1723.0,11.0,-3.0,Canada,Ontario,-27.0,-4.0,-14.0,-56.0,-37.0,15.0,153.0,59.7623089983022
2020-12-03,14795.0,103239.0,3712.0,121746.0,666.0,208.0,195.0,117.0,107.0,1824.0,10.0,16.0,Canada,Ontario,-25.0,-1.0,-8.0,-55.0,-36.0,15.0,140.0,57.55517826825128
2020-12-04,14997.0,104792.0,3737.0,123526.0,674.0,219.0,207.0,123.0,116.0,1780.0,8.0,11.0,Canada,Ontario,-30.0,-9.0,-21.0,-56.0,-35.0,16.0,167.0,62.13921901528013
2020-12-05,15212.0,106416.0,3757.0,125385.0,709.0,214.0,202.0,126.0,116.0,1859.0,35.0,-5.0,Canada,Ontario,-25.0,-1.0,4.0,-45.0,-6.0,8.0,81.0,47.53820033955857
2020-12-06,15547.0,107990.0,3772.0,127309.0,701.0,217.0,204.0,119.0,109.0,1924.0,-8.0,3.0,Canada,Ontario,-25.0,-7.0,9.0,-51.0,-12.0,8.0,94.0,49.74533106960951
2020-12-07,16034.0,109402.0,3798.0,129234.0,725.0,227.0,213.0,131.0,121.0,1925.0,24.0,10.0,Canada,Ontario,-28.0,-7.0,-14.0,-58.0,-38.0,15.0,160.0,60.95076400679117
2020-12-08,16151.0,110951.0,3808.0,130910.0,794.0,233.0,219.0,143.0,132.0,1676.0,69.0,6.0,Canada,Ontario,-28.0,-4.0,-12.0,-57.0,-36.0,14.0,151.0,59.42275042444821
2020-12-09,16089.0,112875.0,3836.0,132800.0,811.0,234.0,221.0,139.0,129.0,1890.0,17.0,1.0,Canada,Ontario,-30.0,-9.0,-21.0,-57.0,-37.0,16.0,170.0,62.64855687606112
2020-12-10,16233.0,114679.0,3871.0,134783.0,829.0,242.0,228.0,143.0,132.0,1983.0,18.0,8.0,Canada,Ontario,-25.0,0.0,-3.0,-55.0,-36.0,15.0,134.0,56.536502546689306
2020-12-11,16283.0,116432.0,3916.0,136631.0,808.0,251.0,235.0,133.0,124.0,1848.0,-21.0,9.0,Canada,Ontario,-25.0,-2.0,6.0,-54.0,-35.0,15.0,125.0,55.00848896434635
2020-12-12,16221.0,118350.0,3933.0,138504.0,855.0,253.0,237.0,153.0,143.0,1873.0,47.0,2.0,Canada,Ontario,-29.0,-4.0,-24.0,-49.0,-8.0,9.0,123.0,54.66893039049236
2020-12-13,16204.0,120028.0,3949.0,140181.0,813.0,271.0,253.0,151.0,142.0,1677.0,-42.0,18.0,Canada,Ontario,-24.0,-5.0,3.0,-50.0,-11.0,8.0,95.0,49.9151103565365
2020-12-14,16586.0,121563.0,3972.0,142121.0,857.0,264.0,244.0,161.0,149.0,1940.0,44.0,-7.0,Canada,Ontario,-29.0,-5.0,-16.0,-59.0,-39.0,15.0,163.0,61.46010186757216
2020-12-15,17031.0,123373.0,3992.0,144396.0,921.0,269.0,249.0,170.0,156.0,2275.0,64.0,5.0,Canada,Ontario,-27.0,-1.0,-18.0,-57.0,-38.0,15.0,156.0,60.27164685908319
2020-12-16,17084.0,125416.0,4035.0,146535.0,932.0,277.0,256.0,168.0,157.0,2139.0,11.0,8.0,Canada,Ontario,-29.0,-6.0,-32.0,-59.0,-38.0,16.0,180.0,64.34634974533107
2020-12-17,17484.0,127425.0,4058.0,148967.0,919.0,282.0,263.0,182.0,172.0,2432.0,-13.0,5.0,Canada,Ontario,-25.0,3.0,-16.0,-56.0,-37.0,16.0,147.0,58.74363327674024
2020-12-18,17742.0,129417.0,4098.0,151257.0,877.0,278.0,261.0,178.0,168.0,2290.0,-42.0,-4.0,Canada,Ontario,-27.0,-1.0,-9.0,-55.0,-36.0,16.0,144.0,58.23429541595926
2020-12-19,18207.0,131282.0,4125.0,153614.0,895.0,271.0,256.0,152.0,146.0,2357.0,18.0,-7.0,Canada,Ontario,-28.0,0.0,-2.0,-45.0,-8.0,8.0,91.0,49.23599320882852
2020-12-20,18567.0,133213.0,4150.0,155930.0,875.0,277.0,261.0,165.0,156.0,2316.0,-20.0,6.0,Canada,Ontario,-25.0,-4.0,0.0,-49.0,-11.0,8.0,97.0,50.25466893039049
2020-12-21,19019.0,134867.0,4167.0,158053.0,915.0,280.0,265.0,160.0,152.0,2123.0,40.0,3.0,Canada,Ontario,-17.0,16.0,1.0,-57.0,-46.0,15.0,118.0,53.82003395585738
2020-12-22,19300.0,136767.0,4188.0,160255.0,1005.0,288.0,273.0,180.0,172.0,2202.0,90.0,8.0,Canada,Ontario,-14.0,27.0,-2.0,-56.0,-46.0,15.0,106.0,51.78268251273344
2020-12-23,19424.0,139010.0,4229.0,162663.0,1002.0,291.0,275.0,196.0,186.0,2408.0,-3.0,3.0,Canada,Ontario,-10.0,39.0,4.0,-55.0,-48.0,15.0,85.0,48.21731748726656
2020-12-24,19809.0,141023.0,4278.0,165110.0,967.0,297.0,277.0,188.0,176.0,2447.0,-35.0,6.0,Canada,Ontario,-26.0,29.0,-20.0,-62.0,-64.0,21.0,164.0,61.62988115449915
2020-12-25,19688.0,143260.0,4321.0,167269.0,998.0,298.0,280.0,166.0,156.0,2159.0,31.0,1.0,Canada,Ontario,-86.0,-79.0,-17.0,-83.0,-86.0,29.0,380.0,98.30220713073004
2020-12-26,19879.0,145173.0,4359.0,169411.0,755.0,307.0,286.0,198.0,187.0,2142.0,-243.0,9.0,Canada,Ontario,-65.0,-48.0,-8.0,-67.0,-44.0,15.0,247.0,75.72156196943973
2020-12-27,19861.0,147178.0,4377.0,171416.0,823.0,303.0,285.0,205.0,194.0,2005.0,68.0,-4.0,Canada,Ontario,-49.0,-28.0,17.0,-61.0,-27.0,11.0,159.0,60.78098471986417
2020-12-28,19612.0,149329.0,4414.0,173355.0,875.0,315.0,296.0,223.0,211.0,1939.0,52.0,12.0,Canada,Ontario,-45.0,-15.0,-8.0,-73.0,-72.0,26.0,239.0,74.36332767402376
2020-12-29,19891.0,151562.0,4455.0,175908.0,864.0,324.0,304.0,218.0,207.0,2553.0,-11.0,9.0,Canada,Ontario,-39.0,-3.0,11.0,-66.0,-60.0,22.0,179.0,64.17657045840407
2020-12-30,20558.0,153799.0,4474.0,178831.0,1177.0,342.0,323.0,212.0,204.0,2923.0,313.0,18.0,Canada,Ontario,-39.0,1.0,-27.0,-67.0,-61.0,24.0,217.0,70.62818336162988
2020-12-31,21617.0,156012.0,4530.0,182159.0,1235.0,354.0,337.0,219.0,210.0,3328.0,58.0,12.0,Canada,Ontario,-31.0,19.0,18.0,-67.0,-65.0,23.0,149.0,59.08319185059423
